1748799723.159909  2469 execve(0xffffdd66c0f0, 0xaaaafdd703f0, 0xffffdd66cac0, 0xffffdd66c0f0, 0xaaaafdd704c8, 0xffffdd66c10d)
1748799723.224171  2469 ioctl(0xffffffffffffffe7, 0x5401, 0xffffe134a120, 0xffffe134a168, 0x8d1d90, 0x0)
1748799723.224204  2469 lseek(0x3, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.224235  2469 lseek(0x0, 0x0, 0x1, 0x1, 0x211c004c, 0x0)
1748799723.224316  2469 lseek(0x3, 0xffffffffffffffea, 0x2, 0x1, 0x211c004c, 0x0)
1748799723.224339  2469 lseek(0xffffffffffffffea, 0xffffffffffffffea, 0x2, 0x1, 0x211c004c, 0x0)
1748799723.224369  2469 close(0x3, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.224443  2469 close(0x0, 0xffffa5778010, 0x0, 0x1, 0x211c004c, 0x0)
1748799723.224475  2469 fstatat(0xffffffffffffff9c, 0xffffa5358f90, 0xffffe134a1c0, 0x0, 0x915b40, 0x17f)
1748799723.224510  2469 fstatat(0x0, 0xffffa5358f90, 0xffffe134a1c0, 0x0, 0x915b40, 0x17f)
1748799723.224555  2469 readlinkat(0xffffffffffffff9c, 0x21221ea0, 0xffffe1339c20, 0x1000, 0xffffe1339c20, 0x2)
1748799723.224586  2469 readlinkat(0xffffffffffffffea, 0x21221ea0, 0xffffe1339c20, 0x1000, 0xffffe1339c20, 0x2)
1748799723.224612  2469 getcwd(0xffffe1339c20, 0x1000, 0x8d1d90, 0x211be010, 0x211bedc0, 0x2)
1748799723.224635  2469 getcwd(0xd, 0x1000, 0x8d1d90, 0x211be010, 0x211bedc0, 0x2)
1748799723.224667  2469 fstatat(0xffffffffffffff9c, 0xffffe1339c20, 0xffffe1339b58, 0x100, 0x211bedae, 0xffffe1339c3b)
1748799723.224696  2469 fstatat(0x0, 0xffffe1339c20, 0xffffe1339b58, 0x100, 0x211bedae, 0xffffe1339c3b)
1748799723.224736  2469 openat(0xffffffffffffff9c, 0x211caeb0, 0x0, 0x0, 0x8, 0x0)
1748799723.224825  2469 openat(0x3, 0x211caeb0, 0x0, 0x0, 0x8, 0x0)
1748799723.224849  2469 fcntl(0x3, 0x1, 0x0, 0x8d1d90, 0x0, 0xfffffff8)
1748799723.224873  2469 fcntl(0x0, 0x1, 0x0, 0x8d1d90, 0x0, 0xfffffff8)
1748799723.224896  2469 fcntl(0x3, 0x2, 0x1, 0x8d1d90, 0x0, 0xfffffff8)
1748799723.224919  2469 fcntl(0x0, 0x2, 0x1, 0x8d1d90, 0x0, 0xfffffff8)
1748799723.224942  2469 fstat(0x3, 0xffffe134acc0, 0xffffe134acc0, 0x3, 0x0, 0xfffffff8)
1748799723.224965  2469 fstat(0x0, 0xffffe134acc0, 0xffffe134acc0, 0x3, 0x0, 0xfffffff8)
1748799723.224989  2469 ioctl(0x3, 0x5401, 0xffffe134ab80, 0xffffe134abc8, 0x8d1d90, 0x0)
1748799723.225011  2469 ioctl(0xffffffffffffffe7, 0x5401, 0xffffe134ab80, 0xffffe134abc8, 0x8d1d90, 0x0)
1748799723.225079  2469 lseek(0x3, 0x0, 0x1, 0xffffa54e7a84, 0x8d1d90, 0xffffffff)
1748799723.225106  2469 lseek(0x0, 0x0, 0x1, 0xffffa54e7a84, 0x8d1d90, 0xffffffff)
1748799723.225131  2469 fstat(0x3, 0xffffe134aa88, 0xffffe134aa88, 0x3, 0xbd0, 0xffffffff)
1748799723.225154  2469 fstat(0x0, 0xffffe134aa88, 0xffffe134aa88, 0x3, 0xbd0, 0xffffffff)
1748799723.225178  2469 read(0x3, 0x211f62d0, 0x1000, 0xffffa5778010, 0xfbad2488, 0x3)
1748799723.225356  2469 read(0x15, 0x211f62d0, 0x1000, 0xffffa5778010, 0xfbad2488, 0x3)
1748799723.225381  2469 lseek(0x3, 0x0, 0x0, 0xffffa54e7a84, 0x8d1d90, 0xffffe134ac5a)
1748799723.225404  2469 lseek(0x0, 0x0, 0x0, 0xffffa54e7a84, 0x8d1d90, 0xffffe134ac5a)
1748799723.225473  2469 read(0x3, 0x211f62d0, 0x1000, 0xffffa5778010, 0x476cd4, 0x7)
1748799723.225502  2469 read(0x15, 0x211f62d0, 0x1000, 0xffffa5778010, 0x476cd4, 0x7)
1748799723.225567  2469 read(0x3, 0x211f62d0, 0x1000, 0xffffa5778010, 0x1ffe, 0x2)
1748799723.225590  2469 read(0x0, 0x211f62d0, 0x1000, 0xffffa5778010, 0x1ffe, 0x2)
1748799723.225618  2469 close(0x3, 0xffffa54e7624, 0x808, 0x87e924b538040798, 0x0, 0x14f)
1748799723.225678  2469 close(0x0, 0xffffa54e7624, 0x808, 0x87e924b538040798, 0x0, 0x14f)
1748799723.225723  2469 write(0x1, 0x2120fde0, 0xc, 0xffffa5778010, 0x211c0000, 0x211c004c)
1748799723.225763  2469 write(0xc, 0x2120fde0, 0xc, 0xffffa5778010, 0x211c0000, 0x211c004c)
1748799723.225813  2469 rt_sigaction(0x2, 0xffffe134a968, 0xffffe134aa00, 0x8, 0xffffe134aac0, 0x0)
1748799723.225849  2469 rt_sigaction(0x0, 0xffffe134a968, 0xffffe134aa00, 0x8, 0xffffe134aac0, 0x0)
1748799723.227008  2469 exit_group(0x0, 0x0, 0x0, 0xffffa5778710, 0x20, 0x1)
# child exited with code 0
